Device,Branch,Location,PLU,Timestamp
HH030001,1,253,5010158630665,19/07/11 09:34
HH030002,1,253,5010158630665,19/07/11 09:34
HH030003,1,253,5010158630665,19/07/11 09:34
HH030004,1,253,5010158630665,19/07/11 09:35
HH030005,1,253,5010158630665,19/07/11 09:35
HH030006,1,253,5010158630672,19/07/11 09:35
HH030007,1,253,5010158630658,19/07/11 09:35
HH030008,1,253,5010158630658,19/07/11 09:35
HH030009,1,253,5010158630658,19/07/11 09:35
HH030010,1,253,5010158630658,19/07/11 09:35
HH030011,1,253,5010158630672,19/07/11 09:35
HH030012,1,253,5010158630672,19/07/11 09:35
HH030013,1,253,5010158630672,19/07/11 09:35
HH030014,1,253,5010158630665,19/07/11 09:35
HH030015,1,253,5010158630665,19/07/11 09:35
HH030016,1,253,5010158630665,19/07/11 09:35
HH030017,1,253,5010158630665,19/07/11 09:35
HH030018,1,253,5010158630665,19/07/11 09:35
HH030019,1,253,5010158630665,19/07/11 09:35
HH030020,1,253,5010158630665,19/07/11 09:35
HH030021,1,253,5010158630665,19/07/11 09:35
HH030022,1,253,5010158630665,19/07/11 09:35
HH030023,1,253,5010158630665,19/07/11 09:35
HH030024,1,253,5010158630665,19/07/11 09:35
HH030025,1,253,5010158630665,19/07/11 09:36
HH030026,1,253,5010158630214,19/07/11 09:36
HH030027,1,253,5010158630214,19/07/11 09:36
HH030028,1,253,5010158630177,19/07/11 09:36
HH030029,1,253,5010158630122,19/07/11 09:36
HH030030,1,253,5010158630108,19/07/11 09:36
HH030031,1,253,5010158630153,19/07/11 09:36
HH030032,1,253,5010158630252,19/07/11 09:36
HH030033,1,253,5010158630283,19/07/11 09:36
HH030034,1,253,5010158630283,19/07/11 09:36
HH030035,1,253,5010158630177,19/07/11 09:36
HH030036,1,253,5010158630092,19/07/11 09:36
HH030037,1,253,5010158630061,19/07/11 09:36
HH030038,1,253,5010158630658,19/07/11 09:36
HH030039,1,253,5010158630719,19/07/11 09:36
HH030040,1,253,5010158630719,19/07/11 09:36
HH030041,1,253,5010158630719,19/07/11 09:36
HH030042,1,253,5010158630719,19/07/11 09:36
HH030043,1,253,5010158630719,19/07/11 09:36
HH030044,1,253,5010158630726,19/07/11 09:36
HH030045,1,253,5010158630689,19/07/11 09:36
HH030046,1,253,5010158630641,19/07/11 09:36
HH030047,1,254,5010158630207,19/07/11 09:36
HH030048,1,254,5010158630337,19/07/11 09:36
HH030049,1,254,5010158630306,19/07/11 09:36
HH030050,1,254,5010158630375,19/07/11 09:36
HH030051,1,254,5010158630368,19/07/11 09:36
HH030052,1,254,5010158630375,19/07/11 09:36
HH030053,1,254,5010158630221,19/07/11 09:36
HH030054,1,254,5010158630122,19/07/11 09:37
HH030055,1,254,5010158630122,19/07/11 09:37
HH030056,1,254,5010158594936,19/07/11 09:37
HH030057,1,254,5010158594936,19/07/11 09:37
HH030058,1,254,5010158594936,19/07/11 09:37
HH030059,1,254,5010158594936,19/07/11 09:37
HH030060,1,254,5010158594936,19/07/11 09:37
HH030061,1,254,5010158594936,19/07/11 09:37
HH030062,1,254,5010158594936,19/07/11 09:37
HH030063,1,254,5010158594936,19/07/11 09:37
