Device,Branch,Location,PLU,Timestamp
1,0000347,5051746549051,2011/07/19 12:03:05
1,0000347,5051746549051,2011/07/19 12:03:07
1,0000347,5051746549051,2011/07/19 12:03:12
1,0000347,5051746549051,2011/07/19 12:03:15
1,0000347,5051746549051,2011/07/19 12:03:19
1,0000347,885178868368,2011/07/19 12:04:09
1,0000347,885178868368,2011/07/19 12:04:14
1,0000347,885178868368,2011/07/19 12:04:18
1,0000347,885178868368,2011/07/19 12:04:21
1,0000347,885178868351,2011/07/19 12:04:25
1,0000347,885178868351,2011/07/19 12:04:29
1,0000347,885178868351,2011/07/19 12:04:33
1,0000347,885178868351,2011/07/19 12:04:39
1,0000347,885178868351,2011/07/19 12:04:44
1,0000347,885178868351,2011/07/19 12:04:47
1,0000347,885178571114,2011/07/19 12:05:01
1,0000347,885178571138,2011/07/19 12:05:19
1,0000347,885178571138,2011/07/19 12:05:22
1,0000347,885178571138,2011/07/19 12:05:29
1,0000347,885178571138,2011/07/19 12:05:33
1,0000347,885178571121,2011/07/19 12:05:36
1,0000347,885178571121,2011/07/19 12:05:38
1,0000347,885178571121,2011/07/19 12:05:43
1,0000347,885178571121,2011/07/19 12:05:46
1,0000347,885178571121,2011/07/19 12:05:49
1,0000344,884751356247,2011/07/19 12:06:17
1,0000344,884751356230,2011/07/19 12:06:47
1,0000344,884751356230,2011/07/19 12:06:54
1,0000344,884751356230,2011/07/19 12:06:57
1,0000344,884751356230,2011/07/19 12:07:01
1,0000344,884751356230,2011/07/19 12:07:07
1,0000344,884751356230,2011/07/19 12:07:09
1,0000344,884751356230,2011/07/19 12:07:12
1,0000344,884751356230,2011/07/19 12:07:16
1,0000344,884751356230,2011/07/19 12:07:22
1,0000344,884751356230,2011/07/19 12:07:25
1,0000344,884751356230,2011/07/19 12:07:28
1,0000344,884751356223,2011/07/19 12:07:41
1,0000344,884751356223,2011/07/19 12:07:46
1,0000344,884751356223,2011/07/19 12:07:49
1,0000344,730751356223,2011/07/19 12:07:52
1,0000344,884802546726,2011/07/19 12:08:07
1,0000344,640135162664,2011/07/19 12:08:34
1,0000344,640135162664,2011/07/19 12:08:38
1,0000344,640135162664,2011/07/19 12:08:41
1,0000344,640135162664,2011/07/19 12:08:47
1,0000344,640135162664,2011/07/19 12:08:59
1,0000344,640135162671,2011/07/19 12:09:06
1,0000344,640135162671,2011/07/19 12:09:10
1,0000344,640135162671,2011/07/19 12:09:13
1,0000344,640135162657,2011/07/19 12:09:17
1,0000344,640135162657,2011/07/19 12:09:20
1,0000344,640135162657,2011/07/19 12:09:25
1,0000344,640135162657,2011/07/19 12:09:27
1,0000344,640135162657,2011/07/19 12:09:30
1,0000344,640135162657,2011/07/19 12:09:33
1,0000344,640135162657,2011/07/19 12:09:37
1,0000344,640135162657,2011/07/19 12:09:40
1,0000344,885177366612,2011/07/19 12:10:10
1,0000344,885177366612,2011/07/19 12:10:17
1,0000344,885177366612,2011/07/19 12:10:20
1,0000344,885177366612,2011/07/19 12:10:24
1,0000344,885177366612,2011/07/19 12:10:26
1,0000342,885178943614,2011/07/19 12:20:32
