Device,Branch,Location,PLU,Timestamp
1,0000342,885178943614,2011/07/19 12:20:36
1,0000342,885178943614,2011/07/19 12:20:38
1,0000342,885178943614,2011/07/19 12:20:41
1,0000342,885178943614,2011/07/19 12:20:43
1,0000342,885178943614,2011/07/19 12:20:50
1,0000342,885178943621,2011/07/19 12:20:59
1,0000342,885178943621,2011/07/19 12:21:02
1,0000342,885178943607,2011/07/19 12:21:10
1,0000342,885178943607,2011/07/19 12:21:13
1,0000342,885178943607,2011/07/19 12:21:16
1,0000342,885178943607,2011/07/19 12:21:20
1,0000342,885178943607,2011/07/19 12:21:23
1,0000342,885177367152,2011/07/19 12:21:52
1,0000342,885177367152,2011/07/19 12:22:28
1,0000342,885177367152,2011/07/19 12:22:34
1,0000342,885177367152,2011/07/19 12:22:39
1,0000342,885177367152,2011/07/19 12:22:46
1,0000342,885177367152,2011/07/19 12:22:52
1,0000342,885177367152,2011/07/19 12:22:57
1,0000342,885177367145,2011/07/19 12:23:28
1,0000342,885177367145,2011/07/19 12:23:34
1,0000342,885177367169,2011/07/19 12:23:40
1,0000342,885177367169,2011/07/19 12:23:43
1,0000342,885177367169,2011/07/19 12:23:52
1,0000342,885177367169,2011/07/19 12:24:01
1,0000340,884802900375,2011/07/19 12:25:02
1,0000340,884802900382,2011/07/19 12:25:10
1,0000340,884802900382,2011/07/19 12:25:14
1,0000340,884802900382,2011/07/19 12:25:19
1,0000340,884802900382,2011/07/19 12:25:22
1,0000340,884802900412,2011/07/19 12:25:27
1,0000340,884802900412,2011/07/19 12:25:31
1,0000338,885177312411,2011/07/19 12:26:08
1,0000338,885177312411,2011/07/19 12:26:11
1,0000338,885177312428,2011/07/19 12:26:15
1,0000338,885177312442,2011/07/19 12:26:19
1,0000338,885177312442,2011/07/19 12:26:22
1,0000338,885177312442,2011/07/19 12:26:32
1,0000338,885177312442,2011/07/19 12:26:41
1,0000338,885177312442,2011/07/19 12:26:46
1,0000336,826216700219,2011/07/19 12:27:04
1,0000336,885178530197,2011/07/19 12:27:29
1,0000336,885178530197,2011/07/19 12:27:33
1,0000336,885178530197,2011/07/19 12:27:37
1,0000336,885178530197,2011/07/19 12:27:42
1,0000336,885178530197,2011/07/19 12:27:46
1,0000336,885178530197,2011/07/19 12:27:51
1,0000336,885178530180,2011/07/19 12:27:57
1,0000336,885178530180,2011/07/19 12:27:58
1,0000336,885178530180,2011/07/19 12:28:00
1,0000336,885178530180,2011/07/19 12:28:03
1,0000336,885178530180,2011/07/19 12:28:05
1,0000336,885178530203,2011/07/19 12:28:22
1,0000336,885178530210,2011/07/19 12:28:25
1,0000336,885178530173,2011/07/19 12:28:30
1,0000336,885178530173,2011/07/19 12:28:31
1,0000334,605284169520,2011/07/19 12:29:55
1,0000334,605284169520,2011/07/19 12:30:00
1,0000334,605284169520,2011/07/19 12:30:04
1,0000334,605284169513,2011/07/19 12:30:10
1,0000334,605284169513,2011/07/19 12:30:13
1,0000334,605284169513,2011/07/19 12:30:16
1,0000334,605284169513,2011/07/19 12:30:19
1,0000334,605284169513,2011/07/19 12:30:25
1,0000334,605284169513,2011/07/19 12:30:28
1,0000334,605284169506,2011/07/19 12:30:36
1,0000334,605284169506,2011/07/19 12:30:39
1,0000334,605284169506,2011/07/19 12:30:43
1,0000334,605284169506,2011/07/19 12:30:48
1,0000334,605284169506,2011/07/19 12:30:51
1,0000333,605284205020,2011/07/19 12:31:33
1,0000333,605284205020,2011/07/19 12:31:38
1,0000333,605284205020,2011/07/19 12:31:41
1,0000333,605284205013,2011/07/19 12:31:45
1,0000333,605284205013,2011/07/19 12:31:49
1,0000333,605284205013,2011/07/19 12:31:52
1,0000333,605284205006,2011/07/19 12:31:56
1,0000333,605284205006,2011/07/19 12:31:59
1,0000333,605284205006,2011/07/19 12:32:02
1,0000333,605284205006,2011/07/19 12:32:05
1,0000332,605284112106,2011/07/19 12:32:29
1,0000332,605284112106,2011/07/19 12:32:31
1,0000332,605284112106,2011/07/19 12:32:34
1,0000332,605284112106,2011/07/19 12:32:35
1,0000332,605284112106,2011/07/19 12:32:37
1,0000332,605284112106,2011/07/19 12:32:37
1,0000331,605284361986,2011/07/19 12:33:13
1,0000331,605284361979,2011/07/19 12:33:19
1,0000331,605284361979,2011/07/19 12:33:22
1,0000331,605284361979,2011/07/19 12:33:27
1,0000331,605284361962,2011/07/19 12:33:30
1,0000331,605284361962,2011/07/19 12:33:35
1,0000331,605284361962,2011/07/19 12:33:39
1,0000330,605284208885,2011/07/19 12:34:35
1,0000330,605284208885,2011/07/19 12:34:41
1,0000330,605284208885,2011/07/19 12:34:44
1,0000330,605284208885,2011/07/19 12:34:48
1,0000330,605284208885,2011/07/19 12:34:51
1,0000330,605284208878,2011/07/19 12:34:56
1,0000330,605284208878,2011/07/19 12:35:00
1,0000330,605284208878,2011/07/19 12:35:03
1,0000330,605284208878,2011/07/19 12:35:06
1,0000330,605284208878,2011/07/19 12:35:08
1,0000330,605284208892,2011/07/19 12:35:10
1,0000330,605284208892,2011/07/19 12:35:12
1,0000330,605284208892,2011/07/19 12:35:16
1,0000330,605284208892,2011/07/19 12:35:18
1,0000330,605284208892,2011/07/19 12:35:20
1,0000330,605284208892,2011/07/19 12:35:22
1,0000329,605284169544,2011/07/19 12:36:14
1,0000329,605284169544,2011/07/19 12:36:16
1,0000329,605284169544,2011/07/19 12:36:19
1,0000329,605284169544,2011/07/19 12:36:23
1,0000329,605284169544,2011/07/19 12:36:26
1,0000329,605284169544,2011/07/19 12:36:30
1,0000329,605284169544,2011/07/19 12:36:33
1,0000329,605284169544,2011/07/19 12:36:39
1,0000329,605284169544,2011/07/19 12:36:43
1,0000329,605284169537,2011/07/19 12:36:49
1,0000329,605284169537,2011/07/19 12:36:52
1,0000329,605284169537,2011/07/19 12:36:54
1,0000329,605284169537,2011/07/19 12:36:56
1,0000329,605284169551,2011/07/19 12:36:59
1,0000329,605284169551,2011/07/19 12:37:01
1,0000329,605284169551,2011/07/19 12:37:04
1,0000328,605284205044,2011/07/19 12:37:42
1,0000328,605284205044,2011/07/19 12:37:46
1,0000328,605284205044,2011/07/19 12:37:49
1,0000328,605284205037,2011/07/19 12:37:52
1,0000328,605284205037,2011/07/19 12:37:55
1,0000328,605284205037,2011/07/19 12:37:58
1,0000328,605284205051,2011/07/19 12:38:00
1,0000328,605284205051,2011/07/19 12:38:03
1,0000328,605284205051,2011/07/19 12:38:05
1,0000328,605284205051,2011/07/19 12:38:07
1,0000328,605284205051,2011/07/19 12:38:12
1,0000327,605284132586,2011/07/19 12:40:04
1,0000327,605284132586,2011/07/19 12:40:08
1,0000327,605284132586,2011/07/19 12:40:11
1,0000327,605284132586,2011/07/19 12:40:14
1,0000327,605284132586,2011/07/19 12:40:17
1,0000327,605284132586,2011/07/19 12:40:19
1,0000327,605284132586,2011/07/19 12:40:25
1,0000327,605284132586,2011/07/19 12:40:28
1,0000327,605284132586,2011/07/19 12:40:31
1,0000327,605284132579,2011/07/19 12:40:36
1,0000327,605284132579,2011/07/19 12:40:38
1,0000327,605284132579,2011/07/19 12:40:41
1,0000327,605284132579,2011/07/19 12:40:44
1,0000327,605284132579,2011/07/19 12:40:47
1,0000327,605284132593,2011/07/19 12:40:49
1,0000327,605284132593,2011/07/19 12:40:51
1,0000327,605284132593,2011/07/19 12:40:54
1,0000327,605284132593,2011/07/19 12:40:57
1,0000327,605284132593,2011/07/19 12:41:01
1,0000327,605284132593,2011/07/19 12:41:04
1,0000326,605284132555,2011/07/19 12:41:36
1,0000326,605284132555,2011/07/19 12:41:37
1,0000326,605284132548,2011/07/19 12:41:41
1,0000326,605284132548,2011/07/19 12:41:43
1,0000326,605284132548,2011/07/19 12:41:45
1,0000326,605284132548,2011/07/19 12:41:46
1,0000326,605284132562,2011/07/19 12:41:49
1,0000326,605284132562,2011/07/19 12:41:51
1,0000326,605284132562,2011/07/19 12:41:53
