Device,Branch,Location,PLU,Timestamp
HH020001,1,408,4017912216852,19/07/11 08:28
HH020002,1,408,4017912301534,19/07/11 08:28
HH020003,1,408,4017912301534,19/07/11 08:28
HH020004,1,408,4017912187381,19/07/11 08:29
HH020005,1,408,4017912247771,19/07/11 08:29
HH020006,1,408,4017912247771,19/07/11 08:29
HH020007,1,408,4017912247771,19/07/11 08:29
HH020008,1,408,4017912247771,19/07/11 08:29
HH020009,1,408,4017912247771,19/07/11 08:29
HH020010,1,408,4017912247771,19/07/11 08:29
HH020011,1,409,4017912301657,19/07/11 08:31
HH020012,1,409,4017912301657,19/07/11 08:31
HH020013,1,409,4017912301657,19/07/11 08:31
HH020014,1,409,4017912301657,19/07/11 08:31
HH020015,1,409,4017912301657,19/07/11 08:31
HH020016,1,409,4017912301657,19/07/11 08:31
HH020017,1,409,4017912302791,19/07/11 08:31
HH020018,1,410,4017912309868,19/07/11 08:33
HH020019,1,410,4017912246972,19/07/11 08:33
HH020020,1,410,4017912246965,19/07/11 08:33
HH020021,1,410,4017912302784,19/07/11 08:33
HH020022,1,410,4017912302784,19/07/11 08:33
HH020023,1,410,4017912302784,19/07/11 08:33
HH020024,1,411,4017912310260,19/07/11 08:34
HH020025,1,411,4017912310260,19/07/11 08:34
HH020026,1,411,4017912300674,19/07/11 08:34
HH020027,1,411,4017912300674,19/07/11 08:35
HH020028,1,411,4017912300674,19/07/11 08:35
HH020029,1,411,4017912300674,19/07/11 08:35
HH020030,1,411,4017912300681,19/07/11 08:35
HH020031,1,411,4017912300667,19/07/11 08:35
HH020032,1,411,4017912300681,19/07/11 08:35
HH020033,1,411,4017912300681,19/07/11 08:35
HH020034,1,411,4017912300674,19/07/11 08:35
HH020035,1,411,4017912300681,19/07/11 08:35
HH020036,1,411,4017912303736,19/07/11 08:36
HH020037,1,411,4017912303729,19/07/11 08:36
HH020038,1,411,4017912303743,19/07/11 08:36
HH020039,1,411,4017912303743,19/07/11 08:36
HH020040,1,411,4017912303743,19/07/11 08:36
HH020041,1,411,4017912303750,19/07/11 08:36
HH020042,1,411,4017912303798,19/07/11 08:36
HH020043,1,411,4017912303798,19/07/11 08:36
HH020044,1,411,4017912303798,19/07/11 08:36
HH020045,1,412,4017912300766,19/07/11 08:37
HH020046,1,412,4017912300773,19/07/11 08:37
HH020047,1,412,4017912300773,19/07/11 08:37
HH020048,1,412,4017912300773,19/07/11 08:37
HH020049,1,412,4017912300773,19/07/11 08:38
HH020050,1,412,4017912300773,19/07/11 08:38
HH020051,1,412,4017912300773,19/07/11 08:38
HH020052,1,412,4017912300780,19/07/11 08:38
HH020053,1,412,4017912300780,19/07/11 08:38
HH020054,1,412,4017912300780,19/07/11 08:38
HH020055,1,412,4017912300780,19/07/11 08:38
HH020056,1,412,4017912300780,19/07/11 08:38
HH020057,1,412,4017912300780,19/07/11 08:38
HH020058,1,412,4017912300780,19/07/11 08:38
HH020059,1,414,5060205559210,19/07/11 08:40
HH020060,1,414,5060205559197,19/07/11 08:40
HH020061,1,414,5060205559210,19/07/11 08:40
HH020062,1,414,5060205559227,19/07/11 08:40
HH020063,1,421,5060205553232,19/07/11 08:41
HH020064,1,421,5060205553232,19/07/11 08:41
HH020065,1,421,5060205553232,19/07/11 08:42
HH020066,1,421,5060205553225,19/07/11 08:42
HH020067,1,421,5060205553232,19/07/11 08:42
HH020068,1,421,5060205553232,19/07/11 08:42
HH020069,1,421,5060205553225,19/07/11 08:42
HH020070,1,421,5060205553225,19/07/11 08:42
HH020071,1,421,5060205553225,19/07/11 08:42
HH020072,1,421,5060205553225,19/07/11 08:42
HH020073,1,421,5060205553225,19/07/11 08:42
HH020074,1,421,5060205553225,19/07/11 08:42
HH020075,1,421,5060205553225,19/07/11 08:42
HH020076,1,421,5060205553218,19/07/11 08:42
HH020077,1,421,5060205553232,19/07/11 08:42
HH020078,1,421,5055422801044,19/07/11 08:42
HH020079,1,421,5055422801051,19/07/11 08:42
HH020080,1,420,5055422800979,19/07/11 08:44
HH020081,1,420,5055422800962,19/07/11 08:44
HH020082,1,420,5055422800894,19/07/11 08:44
HH020083,1,420,5055422800894,19/07/11 08:44
HH020084,1,420,5055422800894,19/07/11 08:44
HH020085,1,420,5055422800924,19/07/11 08:44
HH020086,1,420,5055422800849,19/07/11 08:44
HH020087,1,420,5055422800863,19/07/11 08:44
HH020088,1,420,5055422800849,19/07/11 08:44
HH020089,1,420,5055422800856,19/07/11 08:44
HH020090,1,420,5055422800856,19/07/11 08:44
HH020091,1,420,5055422800856,19/07/11 08:45
HH020092,1,420,5055422800856,19/07/11 08:45
HH020093,1,419,5060205557506,19/07/11 08:45
HH020094,1,419,5060205557476,19/07/11 08:45
HH020095,1,419,5060205557490,19/07/11 08:45
HH020096,1,419,5060205557490,19/07/11 08:45
HH020097,1,419,5060205557490,19/07/11 08:45
HH020098,1,419,5060205557544,19/07/11 08:45
HH020099,1,419,5060205557650,19/07/11 08:45
HH020100,1,419,5060205557629,19/07/11 08:46
HH020101,1,419,5060205557650,19/07/11 08:46
HH020102,1,419,5060205557650,19/07/11 08:46
HH020103,1,419,5060205557650,19/07/11 08:46
HH020104,1,419,5060205557643,19/07/11 08:46
HH020105,1,419,5060205557636,19/07/11 08:46
HH020106,1,419,5060205557636,19/07/11 08:46
HH020107,1,419,5060205557643,19/07/11 08:46
HH020108,1,419,5060205557643,19/07/11 08:46
HH020109,1,419,5060205557636,19/07/11 08:46
HH020110,1,419,5060205557636,19/07/11 08:46
HH020111,1,419,5060205557636,19/07/11 08:46
HH020112,1,419,5060205557636,19/07/11 08:47
HH020113,1,419,5060205557636,19/07/11 08:47
HH020114,1,418,5060205557339,19/07/11 08:47
HH020115,1,418,5060205557339,19/07/11 08:47
HH020116,1,418,5060205557339,19/07/11 08:47
HH020117,1,418,5060205555083,19/07/11 08:47
HH020118,1,418,5060205555083,19/07/11 08:47
HH020119,1,418,5060205555083,19/07/11 08:48
HH020120,1,418,5060205555083,19/07/11 08:48
HH020121,1,418,5060205559968,19/07/11 08:48
HH020122,1,418,5060205559968,19/07/11 08:48
HH020123,1,418,5060205559968,19/07/11 08:48
HH020124,1,418,5060205559944,19/07/11 08:48
HH020125,1,418,5060205557384,19/07/11 08:48
HH020126,1,418,5060205557384,19/07/11 08:48
HH020127,1,418,5060205557384,19/07/11 08:48
HH020128,1,418,5060205557384,19/07/11 08:48
HH020129,1,418,5060205557384,19/07/11 08:48
HH020130,1,418,5060205557384,19/07/11 08:48
HH020131,1,418,5060205557384,19/07/11 08:48
HH020132,1,418,5060205557377,19/07/11 08:48
HH020133,1,418,5060205557407,19/07/11 08:48
HH020134,1,417,5055422800047,19/07/11 08:49
HH020135,1,417,5055422800047,19/07/11 08:49
HH020136,1,417,5055422800054,19/07/11 08:49
HH020137,1,417,5055422800054,19/07/11 08:49
HH020138,1,417,5055422800061,19/07/11 08:50
HH020139,1,417,5055422800061,19/07/11 08:50
HH020140,1,417,5055422800061,19/07/11 08:50
HH020141,1,417,5055422800061,19/07/11 08:50
HH020142,1,417,5055422800061,19/07/11 08:50
HH020143,1,417,5055422800061,19/07/11 08:50
HH020144,1,417,5055422800061,19/07/11 08:50
HH020145,1,417,5055422800061,19/07/11 08:50
HH020146,1,417,5060205557445,19/07/11 08:50
HH020147,1,417,5060205557438,19/07/11 08:50
HH020148,1,417,5060205557445,19/07/11 08:51
HH020149,1,417,5060205557445,19/07/11 08:51
