Branch,Location,PLU,Timestamp
1,960,7630001323018,2011/11/22 19:06:08
1,960,7630001347120,2011/11/22 19:06:11
1,960,7630001347090,2011/11/22 19:06:13
1,960,7630001347113,2011/11/22 19:06:14
1,960,7630001347120,2011/11/22 19:06:16
1,960,7630001347144,2011/11/22 19:06:19
1,960,7630001323018,2011/11/22 19:06:22
1,960,7630001345461,2011/11/22 19:06:24
1,960,7630001345270,2011/11/22 19:06:25
1,960,7630001345454,2011/11/22 19:06:27
1,960,7630001322967,2011/11/22 19:06:30
1,960,7630001338234,2011/11/22 19:06:31
1,960,7630001338111,2011/11/22 19:06:33
1,960,7630001322981,2011/11/22 19:06:34
1,960,7630001351400,2011/11/22 19:06:43
1,960,7630001351400,2011/11/22 19:06:44
1,960,7630001347106,2011/11/22 19:06:47
1,960,7630001353985,2011/11/22 19:06:49
1,960,7630001325685,2011/11/22 19:06:50
1,960,7630001325692,2011/11/22 19:06:52
1,960,7630001339583,2011/11/22 19:06:54
1,960,7630001322974,2011/11/22 19:06:58
1,960,7630001322974,2011/11/22 19:06:59
1,960,7630001354869,2011/11/22 19:07:01
1,960,7630001335820,2011/11/22 19:07:02
1,960,7630001354029,2011/11/22 19:07:04
1,960,7630001351417,2011/11/22 19:07:09
1,960,7630001351417,2011/11/22 19:07:11
1,960,032546491523,2011/11/22 19:07:25
1,960,648335597026,2011/11/22 19:07:29
1,960,883419266522,2011/11/22 19:07:40
1,960,883419260704,2011/11/22 19:07:41
1,960,883419266546,2011/11/22 19:07:42
1,960,883419415661,2011/11/22 19:07:43
1,960,883419266522,2011/11/22 19:07:44
1,960,826218714740,2011/11/22 19:07:45
1,960,883419415753,2011/11/22 19:07:59
1,960,883419266560,2011/11/22 19:08:00
1,960,883419266546,2011/11/22 19:08:01
1,960,883419415753,2011/11/22 19:08:02
1,960,883419266546,2011/11/22 19:08:03
1,960,826218714740,2011/11/22 19:08:13
1,960,826218714740,2011/11/22 19:08:14
1,960,886059027911,2011/11/22 19:08:15
1,960,883419266546,2011/11/22 19:08:16
1,960,883419415753,2011/11/22 19:08:17
1,960,883419260704,2011/11/22 19:08:21
1,960,886668761763,2011/11/22 19:08:22
1,960,884726143124,2011/11/22 19:08:23
1,960,883419266522,2011/11/22 19:08:25
1,960,883419260704,2011/11/22 19:08:26
1,960,826218714726,2011/11/22 19:08:32
1,960,826218714771,2011/11/22 19:08:33
1,960,883419415739,2011/11/22 19:08:34
1,960,883419415661,2011/11/22 19:08:36
1,960,883419415739,2011/11/22 19:08:37
1,960,883419415661,2011/11/22 19:08:38
1,960,883419415739,2011/11/22 19:08:39
1,960,826218714771,2011/11/22 19:08:40
1,960,883419415739,2011/11/22 19:08:41
1,960,883419415739,2011/11/22 19:08:42
1,960,883419415661,2011/11/22 19:08:55
1,960,883419415739,2011/11/22 19:08:57
1,960,886059027911,2011/11/22 19:08:58
1,960,886059027973,2011/11/22 19:08:59
1,960,886059045762,2011/11/22 19:08:59
1,960,883945104480,2011/11/22 19:09:11
1,960,883945143229,2011/11/22 19:09:13
1,960,883945143243,2011/11/22 19:09:21
1,960,883945104466,2011/11/22 19:09:22
1,960,883945143243,2011/11/22 19:09:23
1,960,883945128288,2011/11/22 19:09:25
1,960,883945104466,2011/11/22 19:09:26
1,960,883945143236,2011/11/22 19:09:34
1,960,883945142109,2011/11/22 19:09:37
1,960,883945142109,2011/11/22 19:09:38
1,960,883945142109,2011/11/22 19:09:39
1,960,883945142093,2011/11/22 19:09:40
1,960,883945142109,2011/11/22 19:09:44
1,960,883945143229,2011/11/22 19:09:58
1,960,883945143236,2011/11/22 19:09:59
1,960,883945143229,2011/11/22 19:10:00
1,960,883945143236,2011/11/22 19:10:03
1,960,883945143236,2011/11/22 19:10:05
1,960,883945143236,2011/11/22 19:10:07
1,960,883945142093,2011/11/22 19:10:08
1,960,883945104503,2011/11/22 19:10:09
1,960,883945143229,2011/11/22 19:10:12
1,960,883945143229,2011/11/22 19:10:14
1,960,883945143229,2011/11/22 19:10:15
1,960,884726027011,2011/11/22 19:10:16
1,960,884726027011,2011/11/22 19:10:17
1,960,4050953096236,2011/11/22 19:10:25
1,960,4050953096250,2011/11/22 19:10:26
1,960,4050953096274,2011/11/22 19:10:27
1,960,4050953096274,2011/11/22 19:10:28
1,960,4050953096250,2011/11/22 19:10:29
1,960,4050953096274,2011/11/22 19:10:30
1,960,4050953096298,2011/11/22 19:10:34
1,960,4050953096298,2011/11/22 19:10:35
1,960,4045008514544,2011/11/22 19:10:41
1,960,883575777788,2011/11/22 19:10:46
1,960,4045008514537,2011/11/22 19:10:59
1,960,648335648742,2011/11/22 19:12:44
1,960,648335648742,2011/11/22 19:12:45
1,960,648335648742,2011/11/22 19:12:51
1,960,648335649015,2011/11/22 19:12:52
1,960,648335648957,2011/11/22 19:12:54
1,960,648335648391,2011/11/22 19:12:54
1,960,648335648575,2011/11/22 19:12:56
1,960,648335648957,2011/11/22 19:12:57
1,960,648335648575,2011/11/22 19:12:58
1,960,318753466753,2011/11/22 19:13:01
1,960,648335649183,2011/11/22 19:13:01
1,960,648335649183,2011/11/22 19:13:02
1,960,648335649213,2011/11/22 19:13:03
1,960,648335649213,2011/11/22 19:13:04
1,960,648335649763,2011/11/22 19:13:06
1,960,648335649183,2011/11/22 19:13:09
1,960,648335649213,2011/11/22 19:13:10
1,960,648335649664,2011/11/22 19:13:13
1,960,648335649664,2011/11/22 19:13:14
1,960,648335649145,2011/11/22 19:13:19
1,960,648335649213,2011/11/22 19:13:20
1,960,648335649183,2011/11/22 19:13:21
1,960,732075936655,2011/11/22 19:13:26
1,960,732075936594,2011/11/22 19:13:28
1,960,732075936617,2011/11/22 19:13:29
1,960,732075936655,2011/11/22 19:13:35
1,960,732075936655,2011/11/22 19:13:36
1,960,732075936631,2011/11/22 19:13:37
1,960,732075936631,2011/11/22 19:13:40
1,960,732075936631,2011/11/22 19:13:42
1,960,732075936594,2011/11/22 19:13:43
1,960,732075936679,2011/11/22 19:13:46
1,960,732075936617,2011/11/22 19:13:50
1,960,732075936655,2011/11/22 19:13:52
1,960,732075936631,2011/11/22 19:13:58
1,960,732075936617,2011/11/22 19:14:00
1,960,732075936617,2011/11/22 19:14:02
1,960,732075936631,2011/11/22 19:14:03
1,960,732075936631,2011/11/22 19:14:04
1,960,732075936631,2011/11/22 19:14:05
1,960,732075936655,2011/11/22 19:14:07
1,960,732075936617,2011/11/22 19:14:08
1,960,732075936631,2011/11/22 19:14:09
1,960,648335647851,2011/11/22 19:14:13
1,960,648335647455,2011/11/22 19:14:15
1,960,648335647455,2011/11/22 19:14:17
1,960,648335647455,2011/11/22 19:14:19
1,960,648335647677,2011/11/22 19:14:22
1,960,648335647486,2011/11/22 19:14:24
1,960,648335647486,2011/11/22 19:14:26
1,960,648335647486,2011/11/22 19:14:26
1,960,648335647486,2011/11/22 19:14:32
1,960,648335596753,2011/11/22 19:14:40
1,960,648335596777,2011/11/22 19:14:41
1,960,648335596739,2011/11/22 19:14:42
1,960,648335596753,2011/11/22 19:14:43
1,960,648335596753,2011/11/22 19:14:46
1,960,648335596753,2011/11/22 19:14:47
1,960,648335596739,2011/11/22 19:14:49
1,960,648335596753,2011/11/22 19:14:51
1,960,648335596739,2011/11/22 19:14:52
1,960,648335596777,2011/11/22 19:14:53
1,960,648335596739,2011/11/22 19:14:55
1,960,648335596739,2011/11/22 19:14:56
1,960,648335596739,2011/11/22 19:15:02
1,960,648335596777,2011/11/22 19:15:03
1,960,648335596777,2011/11/22 19:15:05
1,960,648335596777,2011/11/22 19:15:06
1,960,648335596791,2011/11/22 19:15:11
1,960,648335596739,2011/11/22 19:15:12
1,960,648335596715,2011/11/22 19:15:16
1,960,648335596753,2011/11/22 19:15:17
1,960,648335596739,2011/11/22 19:15:18
1,960,648335596753,2011/11/22 19:15:19
1,960,648335596753,2011/11/22 19:15:20
1,960,648335596753,2011/11/22 19:15:21
1,960,648335596791,2011/11/22 19:15:25
1,960,648335596753,2011/11/22 19:15:26
1,960,648335597040,2011/11/22 19:15:28
1,960,648335596906,2011/11/22 19:15:29
1,960,648335596777,2011/11/22 19:15:31
1,960,648335596777,2011/11/22 19:15:33
1,960,648335596982,2011/11/22 19:15:36
1,960,648335597026,2011/11/22 19:15:38
1,960,648335597002,2011/11/22 19:15:39
1,960,648335597026,2011/11/22 19:15:43
1,960,648335596715,2011/11/22 19:15:44
1,960,648335597002,2011/11/22 19:15:45
1,960,648335596906,2011/11/22 19:15:47
1,960,648335597040,2011/11/22 19:15:48
1,960,648335596982,2011/11/22 19:15:49
1,960,648335596982,2011/11/22 19:15:51
1,960,648335597002,2011/11/22 19:15:53
1,960,648335596982,2011/11/22 19:15:55
1,960,648335597002,2011/11/22 19:15:58
1,960,648335597002,2011/11/22 19:15:59
1,960,648335596982,2011/11/22 19:16:01
1,960,648335597002,2011/11/22 19:16:02
1,960,773040879614,2011/11/22 19:16:08
1,960,773040879638,2011/11/22 19:16:09
1,960,773040879591,2011/11/22 19:16:10
1,960,773040879591,2011/11/22 19:16:11
1,960,773040879614,2011/11/22 19:16:12
1,960,773040879638,2011/11/22 19:16:13
1,960,773040879591,2011/11/22 19:16:15
1,960,773040879591,2011/11/22 19:16:16
1,960,773040879614,2011/11/22 19:16:16
1,960,773040879638,2011/11/22 19:16:17
1,960,773040879577,2011/11/22 19:16:18
1,960,773040879614,2011/11/22 19:16:19
1,960,773040879614,2011/11/22 19:16:20
1,960,773040879614,2011/11/22 19:16:21
1,960,773040879577,2011/11/22 19:16:22
1,960,773040879614,2011/11/22 19:16:22
1,960,773040879591,2011/11/22 19:16:24
1,960,773040879591,2011/11/22 19:16:25
1,960,773040879638,2011/11/22 19:16:26
1,960,773040879638,2011/11/22 19:16:27
1,960,773040879638,2011/11/22 19:16:28
1,960,773040876088,2011/11/22 19:16:29
1,960,773040942363,2011/11/22 19:16:29
1,960,773040876088,2011/11/22 19:16:31
1,960,773040876088,2011/11/22 19:16:32
1,960,773040876088,2011/11/22 19:16:40
1,960,773040876101,2011/11/22 19:16:41
1,960,773040876064,2011/11/22 19:16:50
1,960,773040876064,2011/11/22 19:16:53
1,960,773040876040,2011/11/22 19:16:56
1,960,773040876064,2011/11/22 19:16:58
1,960,773040876040,2011/11/22 19:16:59
1,960,773040876040,2011/11/22 19:17:00
1,960,773040876040,2011/11/22 19:17:02
1,960,773040876088,2011/11/22 19:17:05
1,960,773040876064,2011/11/22 19:17:06
1,960,773040876064,2011/11/22 19:17:06
1,960,773040876064,2011/11/22 19:17:07
1,960,773040879638,2011/11/22 19:17:10
1,960,773040879614,2011/11/22 19:17:13
1,960,773040879577,2011/11/22 19:17:14
1,960,773040879577,2011/11/22 19:17:15
1,960,773040879591,2011/11/22 19:17:16
1,960,773040879638,2011/11/22 19:17:17
1,960,773040879591,2011/11/22 19:17:18
1,960,773040942288,2011/11/22 19:17:18
1,960,648335591888,2011/11/22 19:17:29
1,960,648335591680,2011/11/22 19:17:30
1,960,648335591901,2011/11/22 19:17:31
1,960,648335591680,2011/11/22 19:17:33
1,960,648335591680,2011/11/22 19:17:34
1,960,648335591581,2011/11/22 19:17:35
1,960,648335591581,2011/11/22 19:17:37
1,960,648335591888,2011/11/22 19:17:38
1,960,648335591888,2011/11/22 19:17:39
1,960,648335643211,2011/11/22 19:17:49
1,960,648335643198,2011/11/22 19:17:50
1,960,648335643204,2011/11/22 19:17:51
1,960,648335643204,2011/11/22 19:17:52
1,960,648335643204,2011/11/22 19:17:52
1,960,648335643198,2011/11/22 19:17:53
1,960,648335643181,2011/11/22 19:17:54
1,960,648335643181,2011/11/22 19:17:55
1,960,648335643174,2011/11/22 19:17:56
1,960,648335643198,2011/11/22 19:17:57
1,960,648335591680,2011/11/22 19:18:01
1,960,8843042466753,2011/11/22 19:18:02
1,960,648335591581,2011/11/22 19:18:03
1,960,648335591550,2011/11/22 19:18:04
1,960,648335591550,2011/11/22 19:18:05
1,960,648335591581,2011/11/22 19:18:08
1,960,648335591888,2011/11/22 19:18:09
1,960,648335591680,2011/11/22 19:18:10
1,960,773040870482,2011/11/22 19:18:23
1,960,773040870482,2011/11/22 19:18:24
1,960,773040947184,2011/11/22 19:18:26
1,960,773040870468,2011/11/22 19:18:27
1,960,773040870505,2011/11/22 19:18:29
1,960,773040870529,2011/11/22 19:18:49
1,960,773040870529,2011/11/22 19:18:51
1,960,738575693029,2011/11/22 19:18:54
1,960,738575692985,2011/11/22 19:18:55
1,960,738575693005,2011/11/22 19:18:56
1,960,738575693029,2011/11/22 19:18:57
1,960,738575693043,2011/11/22 19:18:58
1,960,738575692985,2011/11/22 19:18:59
1,960,738575693043,2011/11/22 19:19:00
1,960,738575693029,2011/11/22 19:19:01
1,960,738575693005,2011/11/22 19:19:02
1,960,738575693005,2011/11/22 19:19:03
1,960,738575692985,2011/11/22 19:19:04
1,960,738575693005,2011/11/22 19:19:06
1,960,738575692961,2011/11/22 19:19:08
1,960,738575693029,2011/11/22 19:19:09
1,960,738575693029,2011/11/22 19:19:09
1,960,738575693029,2011/11/22 19:19:10
1,960,738575693005,2011/11/22 19:19:11
1,960,738575693029,2011/11/22 19:19:11
1,960,738575693005,2011/11/22 19:19:16
1,960,738575692961,2011/11/22 19:19:17
1,960,738575692985,2011/11/22 19:19:18
1,960,738575693005,2011/11/22 19:19:20
1,960,738575693005,2011/11/22 19:19:20
1,960,738575693005,2011/11/22 19:19:21
1,960,738575692961,2011/11/22 19:19:22
1,960,738575692985,2011/11/22 19:19:23
1,960,738575693005,2011/11/22 19:19:24
1,960,738575693029,2011/11/22 19:19:25
1,960,738575692985,2011/11/22 19:19:27
1,960,738575692985,2011/11/22 19:19:28
1,960,738575692985,2011/11/22 19:19:30
1,960,738575693043,2011/11/22 19:19:31
1,960,773040943834,2011/11/22 19:19:34
1,960,773040606265,2011/11/22 19:19:35
1,960,773040606289,2011/11/22 19:19:35
1,960,773040606302,2011/11/22 19:19:37
1,960,773040606302,2011/11/22 19:19:37
1,960,773040606289,2011/11/22 19:19:52
1,960,773040606265,2011/11/22 19:19:53
1,960,773040606289,2011/11/22 19:19:54
1,960,773040606265,2011/11/22 19:19:55
1,960,773040878877,2011/11/22 19:20:05
1,960,773040878914,2011/11/22 19:20:06
1,960,773040878877,2011/11/22 19:20:07
1,960,773040878877,2011/11/22 19:20:08
1,960,773040878891,2011/11/22 19:20:09
1,960,773040878891,2011/11/22 19:20:10
1,960,773040878891,2011/11/22 19:20:12
1,960,773040994201,2011/11/22 19:20:13
1,960,773040878914,2011/11/22 19:20:14
1,960,773040878853,2011/11/22 19:20:15
1,960,773040878914,2011/11/22 19:20:19
1,960,773040878914,2011/11/22 19:20:20
1,960,773040878914,2011/11/22 19:20:20
1,960,773040878891,2011/11/22 19:20:22
1,960,773040878891,2011/11/22 19:20:23
1,960,773040878891,2011/11/22 19:20:23
1,960,773040878914,2011/11/22 19:20:24
1,960,773040878891,2011/11/22 19:20:26
1,960,773040878877,2011/11/22 19:20:27
1,960,773040878914,2011/11/22 19:20:27
1,960,773040878853,2011/11/22 19:20:28
1,960,773040878877,2011/11/22 19:20:29
1,960,773040878877,2011/11/22 19:20:30
1,960,098771582283,2011/11/22 19:20:31
1,960,098771582269,2011/11/22 19:20:33
1,960,098771582269,2011/11/22 19:20:35
1,960,098771582269,2011/11/22 19:20:37
1,960,098771582283,2011/11/22 19:20:40
1,960,098771582283,2011/11/22 19:20:41
1,960,098771582306,2011/11/22 19:20:44
1,960,098771582320,2011/11/22 19:20:45
1,960,098771582269,2011/11/22 19:20:45
1,960,098771582306,2011/11/22 19:20:46
1,960,098771582306,2011/11/22 19:20:48
1,960,098771582306,2011/11/22 19:20:48
1,960,098771582269,2011/11/22 19:20:49
1,960,098771582283,2011/11/22 19:20:50
1,960,098771582245,2011/11/22 19:20:51
1,960,098771582283,2011/11/22 19:20:52
1,960,098771582283,2011/11/22 19:21:05
1,960,098771582320,2011/11/22 19:21:07
1,960,098771582306,2011/11/22 19:21:09
1,960,098771582306,2011/11/22 19:21:10
1,960,098771582306,2011/11/22 19:21:14
1,960,098771582245,2011/11/22 19:21:15
1,960,098771582283,2011/11/22 19:21:16
1,960,098771582320,2011/11/22 19:21:17
1,960,098771582283,2011/11/22 19:21:25
1,960,098771582269,2011/11/22 19:21:26
1,960,098771582269,2011/11/22 19:21:27
1,960,098771582306,2011/11/22 19:21:28
1,960,098775556983,2011/11/22 19:21:31
1,960,098775557201,2011/11/22 19:21:33
1,960,098775557188,2011/11/22 19:21:34
1,960,098775557225,2011/11/22 19:21:36
1,960,098775557225,2011/11/22 19:21:37
1,960,098775557263,2011/11/22 19:21:43
1,960,098775557027,2011/11/22 19:21:45
1,960,098775557164,2011/11/22 19:21:46
1,960,098775557225,2011/11/22 19:21:52
1,960,098775557201,2011/11/22 19:21:53
1,960,098775557188,2011/11/22 19:21:55
1,960,098775557188,2011/11/22 19:21:57
1,960,098775557201,2011/11/22 19:21:59
1,960,098775557225,2011/11/22 19:22:00
1,960,098775557188,2011/11/22 19:22:02
1,960,098775557225,2011/11/22 19:22:10
1,960,098775557201,2011/11/22 19:22:12
1,960,098775557225,2011/11/22 19:22:13
1,960,098775557201,2011/11/22 19:22:15
1,960,098775557263,2011/11/22 19:22:15
1,960,098775557225,2011/11/22 19:22:16
1,960,098775557188,2011/11/22 19:22:18
1,960,098775557188,2011/11/22 19:22:18
1,960,098775557188,2011/11/22 19:22:19
1,960,098775557225,2011/11/22 19:22:20
1,960,098775557201,2011/11/22 19:22:21
1,960,098775557201,2011/11/22 19:22:22
1,960,773040994201,2011/11/22 19:22:24
1,960,773040878877,2011/11/22 19:22:26
1,960,098775557164,2011/11/22 19:22:26
1,960,098775557201,2011/11/22 19:22:27
1,960,098775557201,2011/11/22 19:22:28
1,960,773040878877,2011/11/22 19:22:29
1,960,098775556983,2011/11/22 19:22:33
1,960,098775556983,2011/11/22 19:22:34
1,960,098775556983,2011/11/22 19:22:34
1,960,098775556983,2011/11/22 19:22:35
1,960,098775557065,2011/11/22 19:22:36
1,960,098775556945,2011/11/22 19:22:37
1,960,098775556945,2011/11/22 19:22:37
1,960,098775557027,2011/11/22 19:22:38
1,960,098775557065,2011/11/22 19:22:39
1,960,098775557065,2011/11/22 19:22:41
1,960,098775557119,2011/11/22 19:22:43
1,960,098775557027,2011/11/22 19:22:44
1,960,098775557027,2011/11/22 19:22:45
1,960,098775557027,2011/11/22 19:22:48
1,960,098775557027,2011/11/22 19:22:49
1,960,098775556983,2011/11/22 19:22:52
1,960,098775557065,2011/11/22 19:22:53
1,960,098775556983,2011/11/22 19:22:54
1,960,098775557027,2011/11/22 19:22:55
1,960,098775557065,2011/11/22 19:22:57
1,960,098775557119,2011/11/22 19:22:57
1,960,098775557065,2011/11/22 19:22:58
1,960,098775557027,2011/11/22 19:22:59
1,960,098775557027,2011/11/22 19:22:59
1,960,098775557119,2011/11/22 19:23:00
1,960,098775556983,2011/11/22 19:23:01
1,960,098775556945,2011/11/22 19:23:04
1,960,801100380852,2011/11/22 19:25:04
1,960,801100380852,2011/11/22 19:25:07
1,960,801100380845,2011/11/22 19:25:08
1,960,801100379702,2011/11/22 19:25:11
1,960,801100379702,2011/11/22 19:25:12
1,960,801100379719,2011/11/22 19:25:13
1,960,801100379719,2011/11/22 19:25:14
1,960,801100364074,2011/11/22 19:25:15
1,960,801100379740,2011/11/22 19:25:17
1,960,801100379702,2011/11/22 19:25:19
1,960,801100379702,2011/11/22 19:25:20
1,960,801100364067,2011/11/22 19:25:23
1,960,801100364067,2011/11/22 19:25:24
1,960,801100364067,2011/11/22 19:25:28
1,960,801100364067,2011/11/22 19:25:31
1,960,801100364067,2011/11/22 19:25:33
1,960,801100364067,2011/11/22 19:25:34
1,960,801100364067,2011/11/22 19:25:35
1,960,720026365203,2011/11/22 19:25:37
1,960,720026365227,2011/11/22 19:25:40
1,960,720026365289,2011/11/22 19:25:41
1,960,700054635615,2011/11/22 19:25:47
1,960,700054635615,2011/11/22 19:25:48
1,960,032546478630,2011/11/22 19:25:50
1,960,886668546469,2011/11/22 19:26:21
1,960,886668546469,2011/11/22 19:26:22
1,960,886668546483,2011/11/22 19:26:25
1,960,884751283932,2011/11/22 19:26:34
1,960,883575561400,2011/11/22 19:27:05
1,960,883575561400,2011/11/22 19:27:06
1,960,883575561417,2011/11/22 19:27:07
1,960,4260028143240,2011/11/22 19:27:26
1,960,4260028143240,2011/11/22 19:27:27
1,960,4260028143523,2011/11/22 19:27:28
1,960,4260028143288,2011/11/22 19:27:29
1,960,4260028143240,2011/11/22 19:27:30
1,960,4047372002245,2011/11/22 19:27:32
1,960,884390265085,2011/11/22 19:28:50
1,960,884390265085,2011/11/22 19:28:51
1,960,884390265061,2011/11/22 19:28:53
1,960,884390265085,2011/11/22 19:28:56
1,960,884390265085,2011/11/22 19:28:56
1,960,884390265085,2011/11/22 19:29:00
1,960,4049855523636,2011/11/22 19:29:40
1,960,4049855523667,2011/11/22 19:29:41
1,960,4049855523674,2011/11/22 19:29:42
1,960,4049855523667,2011/11/22 19:29:44
1,960,4049855523667,2011/11/22 19:29:47
1,960,4050561150757,2011/11/22 19:29:56
1,960,4050561150733,2011/11/22 19:29:56
1,960,883575777788,2011/11/22 19:30:15
1,960,8717457171581,2011/11/22 19:32:54
1,960,8717457171581,2011/11/22 19:32:55
1,960,8717457171581,2011/11/22 19:33:00
1,960,8717457171581,2011/11/22 19:33:07
1,960,8717457171581,2011/11/22 19:33:12
1,960,8717457171581,2011/11/22 19:33:22
1,960,8717457171581,2011/11/22 19:33:29
1,960,8717457171581,2011/11/22 19:33:37
1,960,8717457205682,2011/11/22 19:34:35
1,960,8717457205705,2011/11/22 19:34:37
1,960,8717457205682,2011/11/22 19:34:53
1,960,8717457205705,2011/11/22 19:34:55
1,960,8717457205705,2011/11/22 19:35:02
1,960,8717457205682,2011/11/22 19:35:08
1,960,8717457171598,2011/11/22 19:36:03
1,960,8717457171598,2011/11/22 19:36:05
1,960,8717457171598,2011/11/22 19:36:07
1,960,8717457171598,2011/11/22 19:36:11
1,960,8717457171598,2011/11/22 19:36:17
1,960,8717457171598,2011/11/22 19:36:24
1,960,8717457171598,2011/11/22 19:36:25
1,960,8717457171598,2011/11/22 19:36:34
1,960,8717457171598,2011/11/22 19:36:39
1,960,8717457205705,2011/11/22 19:39:37
1,960,8717457205705,2011/11/22 19:39:38
1,960,8717457205705,2011/11/22 19:39:41
1,960,8717457205705,2011/11/22 19:39:47
1,960,8717457205705,2011/11/22 19:39:51
1,960,8717457205705,2011/11/22 19:40:14
1,960,8717457205705,2011/11/22 19:40:32
1,960,8717457206047,2011/11/22 19:40:38
1,960,8717457171581,2011/11/22 19:41:40
1,960,8717457171581,2011/11/22 19:41:43
1,960,8717457171598,2011/11/22 19:41:47
1,960,8717457171581,2011/11/22 19:41:49
1,960,8717457171598,2011/11/22 19:41:51
1,960,8717457171581,2011/11/22 19:42:00
1,960,8717457171598,2011/11/22 19:42:04
1,960,8717457171598,2011/11/22 19:42:11
