Device,Branch,Location,PLU,Timestamp
HH020001,1,20,5060205558985,19/07/11 12:06
HH020002,1,20,5060205559005,19/07/11 12:06
HH020003,1,20,5060205559005,19/07/11 12:06
HH020004,1,20,5060205555403,19/07/11 12:06
HH020005,1,20,5060205556295,19/07/11 12:06
HH020006,1,20,5060205556301,19/07/11 12:06
HH020007,1,20,5060205556233,19/07/11 12:06
HH020008,1,20,5060205556226,19/07/11 12:07
HH020009,1,20,5060205556219,19/07/11 12:07
HH020010,1,20,5060205556240,19/07/11 12:07
HH020011,1,23,5060205556189,19/07/11 12:08
HH020012,1,23,5060205556189,19/07/11 12:08
HH020013,1,23,5060205556189,19/07/11 12:08
HH020014,1,23,5060205556189,19/07/11 12:08
HH020015,1,23,5060205556189,19/07/11 12:08
HH020016,1,23,5060205556189,19/07/11 12:08
HH020017,1,23,5060205556189,19/07/11 12:08
HH020018,1,23,5060205556189,19/07/11 12:08
HH020019,1,23,5060205556189,19/07/11 12:08
HH020020,1,23,5060205556189,19/07/11 12:09
HH020021,1,23,5060205556165,19/07/11 12:09
HH020022,1,23,5060205556165,19/07/11 12:09
HH020023,1,23,5060205555403,19/07/11 12:09
HH020024,1,23,5060205556196,19/07/11 12:09
HH020025,1,23,5060205556172,19/07/11 12:09
HH020026,1,23,5060205556172,19/07/11 12:09
HH020027,1,23,5060205556172,19/07/11 12:09
HH020028,1,23,5060205556172,19/07/11 12:09
HH020029,1,23,5060205556172,19/07/11 12:09
HH020030,1,23,5060205556172,19/07/11 12:09
HH020031,1,23,5060205555403,19/07/11 12:09
HH020032,1,46,5060205558879,19/07/11 12:10
HH020033,1,46,5060205558862,19/07/11 12:10
HH020034,1,46,5060205558831,19/07/11 12:10
HH020035,1,46,5060205558855,19/07/11 12:10
HH020036,1,46,5060205558855,19/07/11 12:10
HH020037,1,46,5060205558848,19/07/11 12:10
HH020038,1,46,5060205558848,19/07/11 12:10
HH020039,1,46,5060205558855,19/07/11 12:10
HH020040,1,43,5055422800603,19/07/11 12:11
HH020041,1,43,5055422800603,19/07/11 12:11
HH020042,1,43,5055422800603,19/07/11 12:11
HH020043,1,43,5055422800603,19/07/11 12:11
HH020044,1,43,5055422800603,19/07/11 12:11
HH020045,1,43,5055422800603,19/07/11 12:11
