Device,Branch,Location,PLU,Timestamp
HH010001,1,893,9420028803369,19/07/11 11:34
HH010002,1,893,9420028803376,19/07/11 11:34
HH010003,1,893,9420028803376,19/07/11 11:34
HH010004,1,893,9420028803376,19/07/11 11:35
HH010005,1,893,9420028803406,19/07/11 11:35
HH010006,1,893,9420028803383,19/07/11 11:35
HH010007,1,893,9420028803376,19/07/11 11:35
HH010008,1,893,9420028803390,19/07/11 11:35
HH010009,1,893,9420028803369,19/07/11 11:35
HH010010,1,893,9420028872334,19/07/11 11:35
HH010011,1,893,9420035428562,19/07/11 11:35
HH010012,1,893,9420035428586,19/07/11 11:35
HH010013,1,893,9420035428562,19/07/11 11:35
HH010014,1,893,9420035428562,19/07/11 11:35
HH010015,1,893,9420035428579,19/07/11 11:35
HH010016,1,893,9420035428579,19/07/11 11:36
HH010017,1,893,9420035428579,19/07/11 11:36
HH010018,1,893,9420035428579,19/07/11 11:36
HH010019,1,893,9420035428586,19/07/11 11:36
HH010020,1,893,9420035428593,19/07/11 11:36
HH010021,1,893,9420035428579,19/07/11 11:36
HH010022,1,893,9420028872341,19/07/11 11:36
HH010023,1,893,9420028872341,19/07/11 11:36
HH010024,1,893,9420028872358,19/07/11 11:36
HH010025,1,893,9420028872334,19/07/11 11:36
HH010026,1,893,9420028872341,19/07/11 11:36
HH010027,1,893,9420028872341,19/07/11 11:36
HH010028,1,893,9420028872341,19/07/11 11:36
HH010029,1,893,9420028872341,19/07/11 11:36
HH010030,1,893,9420028872341,19/07/11 11:36
HH010031,1,893,9420028872327,19/07/11 11:36
HH010032,1,893,9420028872341,19/07/11 11:36
HH010033,1,893,9420028872341,19/07/11 11:36
HH010034,1,893,9420028872358,19/07/11 11:36
HH010035,1,893,9420028872341,19/07/11 11:36
HH010036,1,893,9420035428593,19/07/11 11:37
HH010037,1,893,9420028872334,19/07/11 11:37
HH010038,1,893,9420028872358,19/07/11 11:37
HH010039,1,893,9420028872358,19/07/11 11:37
HH010040,1,893,9420028872365,19/07/11 11:37
HH010041,1,893,9420028872365,19/07/11 11:37
HH010042,1,892,9420028803680,19/07/11 11:38
HH010043,1,892,9420028803697,19/07/11 11:38
HH010044,1,892,9420028872587,19/07/11 11:38
HH010045,1,892,9420028872587,19/07/11 11:38
HH010046,1,892,9420028803680,19/07/11 11:38
HH010047,1,892,9420028803680,19/07/11 11:38
HH010048,1,892,9420028872587,19/07/11 11:39
HH010049,1,892,9420028872600,19/07/11 11:39
HH010050,1,892,9420028872594,19/07/11 11:39
HH010051,1,892,9420035416033,19/07/11 11:39
HH010052,1,892,9420035407505,19/07/11 11:40
HH010053,1,892,9420035416026,19/07/11 11:40
HH010054,1,892,9420035409080,19/07/11 11:40
