Device,Branch,Location,PLU,Timestamp
HH030001,1,347,5051746549051,19/07/11 12:03
HH030002,1,347,5051746549051,19/07/11 12:03
HH030003,1,347,5051746549051,19/07/11 12:03
HH030004,1,347,5051746549051,19/07/11 12:03
HH030005,1,347,5051746549051,19/07/11 12:03
HH030006,1,347,885178868368,19/07/11 12:04
HH030007,1,347,885178868368,19/07/11 12:04
HH030008,1,347,885178868368,19/07/11 12:04
HH030009,1,347,885178868368,19/07/11 12:04
HH030010,1,347,885178868351,19/07/11 12:04
HH030011,1,347,885178868351,19/07/11 12:04
HH030012,1,347,885178868351,19/07/11 12:04
HH030013,1,347,885178868351,19/07/11 12:04
HH030014,1,347,885178868351,19/07/11 12:04
HH030015,1,347,885178868351,19/07/11 12:04
HH030016,1,347,885178571114,19/07/11 12:05
HH030017,1,347,885178571138,19/07/11 12:05
HH030018,1,347,885178571138,19/07/11 12:05
HH030019,1,347,885178571138,19/07/11 12:05
HH030020,1,347,885178571138,19/07/11 12:05
HH030021,1,347,885178571121,19/07/11 12:05
HH030022,1,347,885178571121,19/07/11 12:05
HH030023,1,347,885178571121,19/07/11 12:05
HH030024,1,347,885178571121,19/07/11 12:05
HH030025,1,347,885178571121,19/07/11 12:05
HH030026,1,344,884751356247,19/07/11 12:06
HH030027,1,344,884751356230,19/07/11 12:06
HH030028,1,344,884751356230,19/07/11 12:06
HH030029,1,344,884751356230,19/07/11 12:06
HH030030,1,344,884751356230,19/07/11 12:07
HH030031,1,344,884751356230,19/07/11 12:07
HH030032,1,344,884751356230,19/07/11 12:07
HH030033,1,344,884751356230,19/07/11 12:07
HH030034,1,344,884751356230,19/07/11 12:07
HH030035,1,344,884751356230,19/07/11 12:07
HH030036,1,344,884751356230,19/07/11 12:07
HH030037,1,344,884751356230,19/07/11 12:07
HH030038,1,344,884751356223,19/07/11 12:07
HH030039,1,344,884751356223,19/07/11 12:07
HH030040,1,344,884751356223,19/07/11 12:07
HH030041,1,344,730751356223,19/07/11 12:07
HH030042,1,344,884802546726,19/07/11 12:08
HH030043,1,344,640135162664,19/07/11 12:08
HH030044,1,344,640135162664,19/07/11 12:08
HH030045,1,344,640135162664,19/07/11 12:08
HH030046,1,344,640135162664,19/07/11 12:08
HH030047,1,344,640135162664,19/07/11 12:08
HH030048,1,344,640135162671,19/07/11 12:09
HH030049,1,344,640135162671,19/07/11 12:09
HH030050,1,344,640135162671,19/07/11 12:09
HH030051,1,344,640135162657,19/07/11 12:09
HH030052,1,344,640135162657,19/07/11 12:09
HH030053,1,344,640135162657,19/07/11 12:09
HH030054,1,344,640135162657,19/07/11 12:09
HH030055,1,344,640135162657,19/07/11 12:09
HH030056,1,344,640135162657,19/07/11 12:09
HH030057,1,344,640135162657,19/07/11 12:09
HH030058,1,344,640135162657,19/07/11 12:09
HH030059,1,344,885177366612,19/07/11 12:10
HH030060,1,344,885177366612,19/07/11 12:10
HH030061,1,344,885177366612,19/07/11 12:10
HH030062,1,344,885177366612,19/07/11 12:10
HH030063,1,344,885177366612,19/07/11 12:10
HH030064,1,342,885178943614,19/07/11 12:20
HH030065,1,342,885178943614,19/07/11 12:20
HH030066,1,342,885178943614,19/07/11 12:20
HH030067,1,342,885178943614,19/07/11 12:20
HH030068,1,342,885178943614,19/07/11 12:20
HH030069,1,342,885178943614,19/07/11 12:20
HH030070,1,342,885178943621,19/07/11 12:20
HH030071,1,342,885178943621,19/07/11 12:21
HH030072,1,342,885178943607,19/07/11 12:21
HH030073,1,342,885178943607,19/07/11 12:21
HH030074,1,342,885178943607,19/07/11 12:21
HH030075,1,342,885178943607,19/07/11 12:21
HH030076,1,342,885178943607,19/07/11 12:21
HH030077,1,342,885177367152,19/07/11 12:21
HH030078,1,342,885177367152,19/07/11 12:22
HH030079,1,342,885177367152,19/07/11 12:22
HH030080,1,342,885177367152,19/07/11 12:22
HH030081,1,342,885177367152,19/07/11 12:22
HH030082,1,342,885177367152,19/07/11 12:22
HH030083,1,342,885177367152,19/07/11 12:22
HH030084,1,342,885177367145,19/07/11 12:23
HH030085,1,342,885177367145,19/07/11 12:23
HH030086,1,342,885177367169,19/07/11 12:23
HH030087,1,342,885177367169,19/07/11 12:23
HH030088,1,342,885177367169,19/07/11 12:23
HH030089,1,342,885177367169,19/07/11 12:24
HH030090,1,340,884802900375,19/07/11 12:25
HH030091,1,340,884802900382,19/07/11 12:25
HH030092,1,340,884802900382,19/07/11 12:25
HH030093,1,340,884802900382,19/07/11 12:25
HH030094,1,340,884802900382,19/07/11 12:25
HH030095,1,340,884802900412,19/07/11 12:25
HH030096,1,340,884802900412,19/07/11 12:25
HH030097,1,338,885177312411,19/07/11 12:26
HH030098,1,338,885177312411,19/07/11 12:26
HH030099,1,338,885177312428,19/07/11 12:26
HH030100,1,338,885177312442,19/07/11 12:26
HH030101,1,338,885177312442,19/07/11 12:26
HH030102,1,338,885177312442,19/07/11 12:26
HH030103,1,338,885177312442,19/07/11 12:26
HH030104,1,338,885177312442,19/07/11 12:26
HH030105,1,336,826216700219,19/07/11 12:27
HH030106,1,336,885178530197,19/07/11 12:27
HH030107,1,336,885178530197,19/07/11 12:27
HH030108,1,336,885178530197,19/07/11 12:27
HH030109,1,336,885178530197,19/07/11 12:27
HH030110,1,336,885178530197,19/07/11 12:27
HH030111,1,336,885178530197,19/07/11 12:27
HH030112,1,336,885178530180,19/07/11 12:27
HH030113,1,336,885178530180,19/07/11 12:27
HH030114,1,336,885178530180,19/07/11 12:28
HH030115,1,336,885178530180,19/07/11 12:28
HH030116,1,336,885178530180,19/07/11 12:28
HH030117,1,336,885178530203,19/07/11 12:28
HH030118,1,336,885178530210,19/07/11 12:28
HH030119,1,336,885178530173,19/07/11 12:28
HH030120,1,336,885178530173,19/07/11 12:28
HH030121,1,334,605284169520,19/07/11 12:29
HH030122,1,334,605284169520,19/07/11 12:30
HH030123,1,334,605284169520,19/07/11 12:30
HH030124,1,334,605284169513,19/07/11 12:30
HH030125,1,334,605284169513,19/07/11 12:30
HH030126,1,334,605284169513,19/07/11 12:30
HH030127,1,334,605284169513,19/07/11 12:30
HH030128,1,334,605284169513,19/07/11 12:30
HH030129,1,334,605284169513,19/07/11 12:30
HH030130,1,334,605284169506,19/07/11 12:30
HH030131,1,334,605284169506,19/07/11 12:30
HH030132,1,334,605284169506,19/07/11 12:30
HH030133,1,334,605284169506,19/07/11 12:30
HH030134,1,334,605284169506,19/07/11 12:30
HH030135,1,333,605284205020,19/07/11 12:31
HH030136,1,333,605284205020,19/07/11 12:31
