Device,Branch,Location,PLU,Timestamp
HH030001,1,270,4028460656250,19/07/11 11:16
HH030002,1,270,4050267367725,19/07/11 11:16
HH030003,1,270,4050267367725,19/07/11 11:16
HH030004,1,270,4050267367749,19/07/11 11:16
HH030005,1,270,4050267367749,19/07/11 11:16
HH030006,1,270,4050267367732,19/07/11 11:16
HH030007,1,270,4050267367732,19/07/11 11:16
HH030008,1,270,4050267367725,19/07/11 11:16
HH030009,1,271,4050561894224,19/07/11 11:16
HH030010,1,271,4050561164976,19/07/11 11:16
HH030011,1,271,4050562516378,19/07/11 11:17
HH030012,1,271,4050562516378,19/07/11 11:17
HH030013,1,271,4050562516385,19/07/11 11:17
HH030014,1,271,4050948858511,19/07/11 11:17
HH030015,1,271,4050948858511,19/07/11 11:17
HH030016,1,271,4050948858504,19/07/11 11:17
HH030017,1,271,4050948858504,19/07/11 11:17
HH030018,1,271,4050948858504,19/07/11 11:17
HH030019,1,272,4050266419739,19/07/11 11:18
HH030020,1,272,4050266419739,19/07/11 11:18
HH030021,1,272,4050266419746,19/07/11 11:18
HH030022,1,272,4050266416417,19/07/11 11:18
HH030023,1,272,4050948865328,19/07/11 11:18
HH030024,1,272,4050948863065,19/07/11 11:18
HH030025,1,272,4050948863072,19/07/11 11:18
HH030026,1,272,4050948863065,19/07/11 11:18
HH030027,1,272,4050948863072,19/07/11 11:18
HH030028,1,273,4050948863522,19/07/11 11:18
HH030029,1,273,4050948863546,19/07/11 11:18
HH030030,1,273,4050948863515,19/07/11 11:18
HH030031,1,273,4050948857873,19/07/11 11:18
HH030032,1,273,4050948857866,19/07/11 11:19
HH030033,1,273,4050948857958,19/07/11 11:19
HH030034,1,273,4050948857941,19/07/11 11:19
HH030035,1,273,4050948857958,19/07/11 11:19
HH030036,1,274,4050948867636,19/07/11 11:20
HH030037,1,274,4050948867636,19/07/11 11:20
HH030038,1,274,4050948867636,19/07/11 11:20
HH030039,1,274,4050948867636,19/07/11 11:20
HH030040,1,274,4050948867636,19/07/11 11:20
HH030041,1,274,4050948867636,19/07/11 11:20
HH030042,1,274,4050948867636,19/07/11 11:20
HH030043,1,274,4050948867636,19/07/11 11:20
HH030044,1,274,4050948867636,19/07/11 11:20
HH030045,1,274,4050948867643,19/07/11 11:20
HH030046,1,274,4050948867643,19/07/11 11:20
HH030047,1,274,4050948867643,19/07/11 11:20
HH030048,1,274,4050948867643,19/07/11 11:20
HH030049,1,274,4050948867629,19/07/11 11:20
HH030050,1,274,4050948867629,19/07/11 11:20
HH030051,1,274,4050948867629,19/07/11 11:21
HH030052,1,274,4050948867629,19/07/11 11:21
HH030053,1,274,4050948867629,19/07/11 11:21
HH030054,1,274,4050948867629,19/07/11 11:21
HH030055,1,274,4050948867629,19/07/11 11:21
HH030056,1,274,4050948867629,19/07/11 11:21
HH030057,1,274,4050948865403,19/07/11 11:21
HH030058,1,274,4050948866097,19/07/11 11:21
HH030059,1,274,4050948866097,19/07/11 11:21
HH030060,1,274,4050948866097,19/07/11 11:22
HH030061,1,274,4050948866097,19/07/11 11:22
HH030062,1,274,4050948866073,19/07/11 11:22
HH030063,1,274,4050948866080,19/07/11 11:22
HH030064,1,275,4050562978688,19/07/11 11:22
HH030065,1,275,4050562978763,19/07/11 11:23
HH030066,1,275,4050562978763,19/07/11 11:23
HH030067,1,275,4050562978756,19/07/11 11:23
HH030068,1,275,4050562978749,19/07/11 11:23
HH030069,1,275,4050562978756,19/07/11 11:23
HH030070,1,276,4050948866929,19/07/11 11:24
HH030071,1,276,4050948866929,19/07/11 11:24
HH030072,1,276,4050948866929,19/07/11 11:24
HH030073,1,276,4050948866936,19/07/11 11:24
HH030074,1,276,4050948866929,19/07/11 11:24
