Device,Branch,Location,PLU,Timestamp
HH020001,1,722,738575909090,19/07/11 19:47
HH020002,1,722,738575909090,19/07/11 19:47
HH020003,1,722,738575909076,19/07/11 19:47
HH020004,1,722,738575909076,19/07/11 19:47
HH020005,1,722,738575909076,19/07/11 19:47
HH020006,1,722,738575909090,19/07/11 19:47
HH020007,1,722,738575909120,19/07/11 19:48
HH020008,1,722,738575909076,19/07/11 19:48
HH020009,1,722,738575909083,19/07/11 19:48
HH020010,1,722,738575909090,19/07/11 19:48
HH020011,1,722,738575909113,19/07/11 19:48
HH020012,1,722,738575909076,19/07/11 19:48
HH020013,1,722,738575909076,19/07/11 19:48
HH020014,1,722,738575909076,19/07/11 19:48
HH020015,1,722,738575909076,19/07/11 19:49
HH020016,1,722,738575909083,19/07/11 19:49
